2406	做人	1
24	做到	5
3802	做成	2
4151	做梦	1
3705	做法	1
1689	做饭	1
454	做鬼脸	3
902	停不	1
549	停歇	1
3824	停止	1
1162	停车场	3
4188	健健康康	1
719	健康	4
3706	健身	1
1145	偶像	2
2659	偶遇	1
1380	偷乐	3
620	偷笑	14
1779	傅村	1
3745	傷痛	1
149	傻瓜	2
471	傻笑	2
3669	像是	1
1494	儿子	3
3728	儿科	1
1259	允许	1
2557	元素	1
2245	兄弟	2
959	充值卡	9
1443	充实	2
2681	充满	1
2295	充电	1
1094	兆头	1
2672	先生	1
2284	光明正大	1
3297	光泽	1
3252	光滑	1
3139	光芒	1
1922	光顾	1
1504	克斯	1
2176	免俗	1
7	免费	16
4174	免费下载	1
3179	免费空间	2
3873	兑换	1
604	兔子	11
2648	入学	1
3527	全世界	1
805	全体	1
675	全国	4
2172	全场	1
2293	全天	1
1806	全家	1
252	全拼	1
605	全新	9
3659	全棉	1
851	全班	2
3366	全球	3
935	全盛期	1
106	全网	3
2641	全美	1
4052	全身	1
745	全身心	5
1946	全都	1
3837	全集	1
472	八戒	2
125	八月	19
4273	公主	1
806	公众	3
2444	公共	1
2890	公告栏	1
3591	公安	1
807	公布	1
373	公平	4
3966	兰博基尼	1
2419	兰州	2
2166	兰州大学	1
2420	兰州市	1
1844	共同	2
684	共振	1
1584	关于我	1
4152	关心	1
1035	关怀	6
2447	关我什	1
2981	关我毛	1
2259	关机	1
126	关注	66
299	关系	2
720	关键词	1
3542	兴化	1
852	兴地	1
59	兴奋	6
2966	兴趣	1
2018	兵工厂	1
4196	具有	1
963	典礼	4
3225	典籍	1
2753	养生	1
2849	养病	1
499	兼职	2
2229	内伊	1
2189	内容	1
2976	内裤	1
2563	再不	1
54	再见	13
4000	再青春	1
1690	冒险	2
2765	写作	1
550	写照	1
3226	写真	1
1389	写给	1
2907	军医	1
3902	军心	1
1120	军训	5
395	冬天	4
3757	冰点	1
2584	冲动	1
2012	冲啊	3
3758	冲销	1
2499	决定	4
1827	决心	2
749	况且	1
2853	况且还	1
3903	冷淡	1
2106	冷清	1
2527	冷笑	2
2732	冷门	1
4105	净空	1
645	准备	29
2123	凉鞋	1
1891	凌晨	4
4234	减少	1
929	减肥	6
1908	凑合	1
2118	几率	1
1876	凡事	1
1087	凯悦	1
3980	凸显	1
3981	凹凸	1
3694	出击	1
1515	出去玩	1
1209	出发	2
3885	出彩	1
538	出活	2
3105	出游	1
1564	出现	5
2246	出生	1
1807	出门	2
2762	分开	1
1021	分担	1
2296	分数	2
2726	分校	1
2777	分派	1
2767	分离	2
3279	切成	1
1707	切都	3
2901	划一	1
3543	划桨	1
3788	划算	2
3189	列为	1
3716	刘畅挺	1
2153	刘睿呗	1
1254	刘翔都	1
808	创业	1
2279	创意	4
3904	创新力	1
3036	创新者	1
2845	创艺	1
1358	初一	1
903	初三	3
1138	初中	4
1359	初二	1
2696	初小	1
2784	初秋	1
2434	删掉	1
2660	利什么	1
936	利利	1
1036	利器	8
2673	利威尔	1
3292	别想	1
2047	别来	1
2848	到快	1
3219	到新	1
740	到时	3
861	到期	1
390	到来	8
66	到爆	6
3494	到貨	1
4079	制造商	1
1639	刺激	2
3128	刺绣	2
3528	刻苦	1
3619	前三	1
4031	前兆	1
512	前奏	1
3269	前往	1
3729	前提	1
107	前期	3
2585	前程	1
551	前行	1
3955	前进	1
552	前途	1
1278	前面	3
3935	剧作	1
3936	剧终	1
3695	剧集	1
1644	剩下	2
1559	剪掉	1
1156	力挺	3
1063	力量	7
3905	办公室	1
213	办法	5
3313	功劳	1
3803	功能	2
3065	加价	1
3535	加倍	1
4260	加厚	1
4235	加强	1
3825	加快	1
834	加把劲	2
244	加油	64
2530	加油加油	2
1879	加油啊	1
3946	动人	1
3298	动作	1
750	动力	1
1027	动情	7
1495	动手	1
3906	动摇	1
4032	动物	1
260	动物园	1
203	努力	76
3227	励志	2
3707	劲敌	1
648	劲爆	2
4061	劳动	1
2093	劳累	1
1415	势利眼	1
2482	势头	1
1351	勇创	1
4093	勇敢	1
3342	勋章	2
386	勤奋	5
3958	包一个	1
1631	包书	1
1329	包包	5
2994	包均	1
3804	包括	1
2203	包淘起	1
3270	包等	1
4230	包臀	1
4009	包装	1
2097	包过班	1
2995	包邮	5
460	包非常	2
3610	化境	1
3677	化妆	1
3678	化妆水	1
1279	北京	2
1074	区别	1
2674	医生	4
2049	十六年	1
1006	十口	1
1235	十多	2
414	十天	1
685	十字军	1
3838	十年	1
1720	十月	1
3720	十足	1
67	十里	1
3098	千台	1
653	升级	5
3416	升起	1
2197	午安	1
2365	午餐	1
2854	午饭	1
2952	半价	1
1892	半年	2
1913	半条命	1
455	华东	2
204	华丽	2
1730	华勇甫	1
1337	华士	1
1683	华晨	1
809	协会	1
3378	协调	1
3314	卓著	1
4062	卓越	1
2870	单么	1
3165	单品满	1
2068	单杠	1
4094	单词	1
2871	单还	1
3578	单鞋	2
2145	南京	1
621	南大	2
3190	南岸	1
317	南方	2
1482	博士帽	1
524	博客	2
150	博文	7
2769	博里	1
3458	占据	1
1245	卡卡	1
3395	卡片	1
2846	卡萨	1
3166	卡通	1
3849	卢娜	1
853	卫生	2
882	卫生间	1
3967	卫衣	1
2124	印痕	1
4067	印花	1
3253	印迹	1
1163	即日	5
1981	卷卷	3
2984	卷子	1
595	厉娜	1
1734	厉害	1
195	压力	4
1000	压轴	1
1107	厕所	2
2459	厚厚	1
2187	厚爱	3
3066	原价	3
4068	原创	3
3730	原味	1
410	原因	1
3340	原宿	1
779	原意	1
4010	原版	1
3628	原谅	1
2795	厦门	1
883	厨卫	1
884	厨房	1
4130	去处	1
1780	去就	1
854	去火	1
3280	去皮	1
1108	参观	1
513	参赛	1
91	又是	26
403	友情	7
437	友谊	4
108	双包	2
3502	双子座	1
3106	双拼	1
3400	双眸	1
2996	双肩包	1
1001	反应	2
1381	反感	1
3749	反馈	1
3002	发乳	1
318	发亮	1
1382	发作	1
463	发动	3
3379	发动机	1
2690	发呆	1
608	发型	2
3907	发展	1
1923	发布	3
431	发微	4
2266	发挥	1
187	发旧	1
2528	发明	1
241	发来	17
3472	发泡	1
3564	发炎	1
300	发现	8
1776	发生	3
2661	发福	1
591	发给	2
1416	发绿	1
3731	发育	1
1565	发脾气	1
151	发表	6
427	发送	34
2516	叔叔	2
4080	受益	1
3784	变型	1
1887	口碑	3
2709	口腔溃疡	1
4011	古驰	1
2361	只字	1
2267	只求	1
3959	只用	1
514	只能	7
2985	只见	1
2347	召唤	1
795	可乐	1
3947	可人	1
4114	可以通过	1
2237	可口	1
4033	可在	1
721	可怕	4
609	可怜	9
246	可恶	1
662	可惜	2
350	可爱	16
2682	可能性	1
4236	可达	1
2431	可靠	1
3632	台工	1
1338	台数	1
2348	台湾	2
2614	史开始	1
3228	史记	1
1935	右哼哼	1
2675	右手	1
1593	右边	2
2435	叶丽旋	1
3086	号码	1
2001	号角	1
3037	司法	1
2531	吃吃饭	1
610	吃屎	1
456	吃惊	3
2922	吃药	1
1189	吃醋	1
862	吃饭	4
654	合伙人	1
3544	合得	1
1840	合照	2
2241	合计	1
1861	吉利	2
301	同一	2
3073	同事	2
972	同在	1
701	同学	25
2959	同庆	1
2727	同意	3
2081	同感	1
2217	同桌	1
109	同款	1
1715	同洲	1
3074	同道	2
3229	名人	1
987	名字	3
3315	名将	1
2967	后学	1
639	后悔	2
917	后援会	1
1924	吐	2
611	吐槽	1
2902	向前	1
3787	向日葵	1
438	吕孃孃	1
439	吕彦谷	1
515	听到	4
3247	听听	1
2326	听见	1
762	听话	1
145	启动	1
954	吱吱喳喳	1
995	吴世勋	1
2733	吴二瓜	1
1626	吴仙群	1
2163	吴浩	1
2098	吵架	1
1252	吸引	6
4197	吸湿性	1
2002	吹响	1
277	吹风	1
1655	呆子	1
92	告别	2
1684	告白	1
457	告诉	7
2061	呜呜	1
2421	周　	1
1444	周一	3
485	周周	7
1585	周四	2
3254	周就	1
196	周就补	1
167	周年校庆	19
2190	周微博	1
1766	周易李	1
974	周晓静	1
377	周末	11
3629	周杰伦	1
4237	周要买	1
1865	周课	1
1650	周赛	1
2155	周边	1
3243	味儿	2
1686	味道	2
736	呵呵	15
1921	命运	3
2914	咖啡	1
2289	咧咧	1
2872	咨询	1
904	咳嗽	2
2198	咸蛋	1
1990	咸鱼	1
3655	品味	1
3058	品牌	2
3148	品质	1
1127	哇哈哈	1
3992	哈伦	1
1675	哈利	2
55	哈哈	61
25	哈哈哈哈	10
3696	哈姆	1
1139	哈密	1
2738	哈尔滨市	1
530	哈根达斯	1
3267	哒哒	1
2878	哥们	1
763	哥哥	3
1659	哭	4
737	哭嚎	1
432	哭死	1
1925	哭泣	1
464	哼	14
3759	唯一	1
2069	唱歌	3
3075	商业机会	2
3241	商务	3
3137	商品	1
4081	商因	1
3805	商学院	1
635	商家	7
2796	商贸	1
542	啊呜啊呜	1
1519	啦啦	3
982	啦啦啦啦	5
1434	喜乐	1
181	喜儿	1
3982	喜庆	1
773	喜悦	11
251	喜欢	52
302	喜欢你	10
565	喜爱	4
76	喜迎	20
2923	喝水	1
759	嘉年华	1
1880	嘟嘟	1
1516	嘤嘤	4
2304	嘱咐	1
26	嘻嘻	61
796	嘿嘿嘿	1
732	噢耶	7
1691	嚣张	1
2546	四天	1
4115	四川	1
351	四核	1
2070	四楼	1
27	回事	3
1841	回到	4
905	回去	12
3013	回合	1
4019	回味	1
2003	回头	1
780	回家	8
3697	回归	1
370	回忆	7
1133	回想起	1
2577	回报	2
68	回来	11
4001	回电	1
1657	回覆	2
2004	回顾	1
86	回馈	33
3602	因果	1
3603	团团	1
110	团购	77
1700	团队	1
984	囧	7
1008	园丁	1
739	困	5
2214	困死了	2
3604	围住	1
3059	围巾	1
1966	围脖	1
1273	围观	9
278	固定	1
937	国安	1
587	国定	1
2591	国家	3
2931	国庆	2
2861	国度	1
3191	国际	1
2173	图书	1
3117	图案	2
1551	圆圆	1
3633	圆柱形	1
1632	圆珠笔	1
4216	圆领	1
2437	圈圈	1
2710	土豆	1
3565	圣品	1
1098	在一起	9
4178	在乎	2
1566	在即	2
4161	在后	1
69	在外	1
152	在家	13
810	在校	3
1552	在理	1
2105	在线	1
1260	在线视频	1
2676	地下街	1
0	地址	915
1781	地方	5
1054	地球	1
1210	地理	1
2677	坂田	1
1455	坏笑	1
1109	坐好	1
3192	坐落	1
1528	坐起	1
1046	坐车	1
3744	坚固	1
1828	坚定	1
1312	坚强	6
205	坚持	15
1385	坦然	1
742	垂怜	11
1529	垂死	1
1893	垒垒	1
707	垦丁	1
686	埋伏	1
2422	城关区	1
4243	城堡	1
2955	城市	2
2504	域名	1
1110	培训	3
3806	培训中心	1
938	基督	1
1751	堆积	1
3566	堵塞	1
4263	堵车	1
3634	塑料	1
1836	增加	2
3003	增发	1
2960	增长	2
4028	墨镜	1
3857	墨黑	1
1463	声音	1
3948	处在	1
2177	处女座	2
3118	处理	2
1658	备战	2
2312	备考	1
964	备课	1
2313	复习	2
1164	复印件	3
838	复古	2
1479	复杂	1
1651	复活	1
2500	复读	1
918	夏天	7
1002	夏季	1
3347	夏款	1
3615	夏装	1
4034	外国	1
3810	外国人	1
3503	外国语	1
3598	外套	6
2247	外婆家	1
2622	外挂	1
1477	外援	1
1099	外面	3
3795	多一点	1
1123	多久	1
1553	多事	4
411	多人	3
1692	多余	1
2529	多出	1
1314	多发	1
261	多好	3
1280	多年	2
214	多想	1
2847	多愁善感	1
1009	多日	1
2009	多来	3
722	多点	1
3908	多疑	1
553	多行业	1
1954	多言	1
2029	多远	1
2547	多里	1
486	夜晚	7
2879	夜生活	1
3134	夜貓子	1
1640	夥伴	2
1022	大一	2
1404	大三	2
2349	大东	1
3029	大乐	1
2758	大二	1
2199	大人	2
3811	大伯	1
2350	大兴安岭	1
1754	大功率	2
2373	大包	1
554	大半年	1
1095	大叔	1
1991	大吉	3
1049	大名	1
2824	大喊	1
1817	大四	3
3271	大图	1
596	大块	1
3635	大型	1
2986	大声	1
382	大大	9
965	大头	3
383	大奖	17
303	大学	20
2778	大学城	1
2830	大学生	1
2082	大学生活	1
378	大宁	1
1330	大容量	1
1281	大山	1
1543	大拇指	1
1339	大放送	2
1261	大方	1
1262	大明	1
3299	大法	1
1374	大爆	2
3151	大牌	2
1151	大牛	1
3193	大王	1
3155	大盗	1
179	大礼	22
2987	大笑	2
28	大米	1
3807	大类	1
3107	大节	1
1088	大解	1
2632	大象	1
3316	大败	1
319	大门	3
676	大院	2
4053	大雨	1
2572	大餐	2
2395	天下	1
885	天价	1
2055	天使	3
3605	天元	1
3886	天命	1
2056	天和	2
3360	天堂	1
1282	天开	2
1192	天才	2
708	天气	3
3156	天津	1
1104	天涯	1
3760	天然	2
3488	天猫	1
2255	天生	2
2218	天生日	4
2191	天象	1
262	天都	8
2979	太久	1
811	太原	2
3425	太平洋	2
1914	太开心	3
743	太阳	8
3067	太阳眼镜	1
1845	夫妇	1
480	失去	4
2811	失忆	1
3956	失意	1
1431	失望	6
1522	失眠	8
863	失落	1
1242	失败	4
1627	头发	5
966	头头	1
1567	头晕	1
1423	头条	2
2680	头痛	2
839	头盔	1
1228	头骨	1
3380	夸张	1
3660	夹克	1
3661	夹克衫	1
2378	夹杂	1
3230	奇人	1
1554	奇怪	3
1958	奇葩	1
1801	奇迹	3
790	奉献	7
923	奋斗	12
751	奋进	2
1075	奔驰	1
1375	奖励	2
178	奖品	83
3211	套头	1
3968	套装	1
2041	套餐	2
3060	奢侈	1
2642	奥巴马	1
1124	奥特曼	8
3244	女人	2
3119	女人味	2
2148	女仆	1
1111	女儿	1
3987	女包	1
3599	女士	2
709	女子	2
304	女孩	1
1808	女孩儿	1
3401	女性	1
3459	女生	2
642	女神	10
3352	女装	7
3207	女鞋	2
1809	奶奶	2
1894	奶妈	1
136	奶油	2
93	奶酪	1
1633	好不好	2
1305	好事	3
2248	好兄弟	1
487	好友	12
906	好受	1
3850	好吃	1
2099	好听	1
2023	好喜欢	1
1664	好奇心	2
188	好好	29
1405	好学	1
872	好孩子	7
102	好开心	5
1544	好彩	2
1072	好心	1
488	好心情	12
2011	好忙	1
566	好想	24
1947	好意思	1
1456	好战	1
1073	好报	1
1660	好日子	3
2720	好朋友	1
765	好棒	12
1165	好消息	3
1878	好点	1
733	好爱哦	3
2387	好片	1
658	好玩	17
1483	好用	2
2407	好睡	1
2156	好说	1
1315	好过	1
47	好运	123
1081	好运来	11
2400	如初	1
1599	如愿	6
2285	妈咪	1
1246	妈妈	3
3909	妒忌	1
2565	妖精	1
1982	妙趣	3
2655	妹儿	1
458	妹妹	3
996	妹子	2
1140	姐妹	1
1050	姐姐	6
612	委屈	4
1749	姨妈	3
2008	威威	1
4162	威尔	1
939	威武	5
4095	威猛	1
3353	娃娃	3
2855	娘家	1
3460	娘炮	1
473	娜娜	3
3545	婉约	1
3862	婚礼	2
3877	婚纱	1
3732	婴儿	1
81	婷婷	2
3293	媳妇	1
572	嫉妒	1
797	嫌弃	2
197	嫩嫩	1
3255	嫩白	1
3996	子女	1
2090	子来	1
1263	字幕	1
2800	字数	1
3180	存储	2
1301	存在	3
1968	孙小贤	1
3317	孟获时	1
2506	季一季	1
770	季也要	1
886	季又	1
1003	季又到	1
385	季多转	1
2471	季好	1
636	季如此	1
1323	季带着	5
1602	季必	1
2819	季我	1
1460	季我转	1
1881	季来袭	2
2027	季正	3
1326	季节	4
396	季跟沃	2
2469	孤单	1
2864	孤家寡人	1
3839	孤独	1
352	学业	3
189	学习	20
397	学会	6
2541	学僧	1
2071	学到	1
887	学区	1
1178	学堂	1
2139	学好	1
2324	学子	2
677	学年	6
2571	学年度	1
43	学期	84
153	学校	50
111	学生	21
1568	学生会	3
4063	学者	1
2759	学长	1
2625	学问	1
812	学院	2
1656	孩儿	1
873	孩子	25
2446	學子	1
3708	宅女	1
975	宇宙	2
2314	守夜	1
976	安全	1
1125	安好	2
404	安康	3
3194	安徽省	1
1964	安心	1
1198	安排	2
2398	安溪	1
2057	安琪	1
2054	安逸	2
1112	安静	1
2483	宋伟但	1
622	完了	6
3038	完善	2
1496	完工	1
1959	完整	1
3662	完美	1
3272	官微	1
1724	官方	3
2786	定一	1
678	定为	2
2450	定点	1
2138	宜家	1
3231	宝典	1
2689	宝宝	2
3140	宝石	1
1149	宝莱	5
597	宝贝	19
1141	宝贝儿	2
977	实中	1
245	实习	3
2856	实力	1
2787	实名	1
2382	实属	1
3167	实惠	2
271	实现	5
1714	实用	1
1199	实践	1
1980	实际	1
3812	审问	1
2686	客居	1
3750	客户	1
2548	客户端	1
2997	客服	2
2721	客气	2
592	宣传	16
1667	宣言	4
2831	室友	1
70	害羞	14
723	家人	1
2745	家庄	1
2249	家庭	2
3585	家族	1
724	家里	3
1569	家长	5
1310	容易	3
1731	容玉	1
353	容量	1
2507	容颜	1
4116	宽带	1
4012	宽度	1
279	宿舍	7
2470	寂寞	4
2408	寄语	1
798	密码	1
4035	富含	1
2592	富强	1
2242	寒假	3
2146	寝室	3
581	对不起	2
1004	对待	1
163	对得起	1
3630	对白	1
2125	对话	1
874	对象	2
3149	寻找	2
3536	导师	1
2964	导致	2
1023	寿星	1
3636	封道	1
3698	将于	1
3318	将军	1
1128	對手	1
4029	小一	1
875	小丸子	2
2308	小伙	3
94	小伙伴	33
1926	小傻	1
2374	小包	1
1829	小卖部	1
1693	小吃	1
1464	小天	1
2534	小女	1
2891	小如	1
2723	小妮子	2
1524	小姐	1
764	小子	1
19	小学	3
10	小学生	3
960	小小	4
3546	小岛	1
4264	小巷子	1
2941	小帽	1
2475	小店	1
1603	小弟	1
1465	小心	1
3751	小手	1
702	小文	1
1179	小时	7
2807	小时候	1
703	小昭	1
2983	小曼	1
1024	小朋友	4
2126	小杰	1
2423	小标题	1
1031	小王子	1
2460	小玩意	1
1931	小班	1
1936	小白	1
2485	小礼	1
112	小票	3
263	小福	1
2892	小秋	1
655	小米	1
3417	小红门	1
2917	小结	1
474	小羊	2
3709	小肚子	1
3589	小脚	2
2973	小船	1
3157	小虎	1
3495	小號	1
4126	小西	1
4265	小路	1
1360	小雯	1
1853	小马	1
3268	小鹿	1
1484	小黄	1
1211	少女	2
1902	少年	4
2140	少爷	1
2748	少见	1
2517	尔康	1
961	尘埃	2
4025	尘封	1
2083	尝试	1
2383	就寝	1
1624	尴尬	1
1340	尺度	1
573	尼玛	9
2566	尾巴	1
888	尾气	1
2766	屁股	1
2072	屋顶	1
2779	展开	3
2440	屠苏	1
2645	山旮旯	1
786	山林	1
2942	山药	1
1364	岁月	4
4220	岱庙	1
3381	峰值	1
2697	崔文颖	1
1212	崔梦璇	1
2345	崩溃	1
813	工业	1
725	工作	21
3637	工程车	1
3016	工艺	1
3335	工装	2
489	工资	7
1043	左等右	1
2518	左艺	1
1708	巧合	1
1466	巨人	1
3638	巨型	1
3639	巨大	1
1166	巨礼	3
1283	差不	3
3294	差事	1
2225	差别	1
3529	巴不得	1
1609	巴掌	1
3433	巴西	1
3840	巴黎	1
4082	市场	1
1213	帅	3
1782	师傅	3
2953	师兄	1
656	师大	2
1895	师妹	2
2556	师姐	2
3426	帖子	2
354	带上	4
2739	带动	1
1676	带感	1
632	带来	12
1986	带电	1
619	带给	11
1521	带走	3
3375	席慕容	1
1253	帮助	7
2609	帮忙	1
2333	帮转	1
2019	常伴	2
2219	常困	1
3567	常爆	1
1560	帽子	1
2250	干什么	2
459	干嘛	5
1417	干妈	1
1866	干巴	2
3039	干扰	1
2880	干杯	1
3300	干涩	1
3679	干燥	1
2417	平凡	1
814	平台	1
687	平嘻	1
2243	平均	1
1025	平安	1
3949	平常	1
4131	平常心	1
3950	平庸	1
3586	平房	1
2770	平日	1
355	平板	3
481	平淡	6
4059	平腹	1
1600	平衡	2
2220	平衡点	1
500	年代	1
2412	年少	1
3175	年度	1
633	年时	1
1236	年来	2
2149	年满	1
1862	年生	1
4221	年的历史	1
2801	年糕	1
1113	年级	2
815	年纪	1
3699	年轻	1
2615	年龄	2
